,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1275,2967,45,white,married,0,13.0,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,10.8373575,40.0,18.76923,5.9166665
1276,2969,36,white,married,0,16.0,college grad,1,SMSA,0,Business/Repair Svc,Professional/technical,nonunion,6.0386477,20.0,13.923077,0.083333336
1277,2971,42,white,single,0,12.0,not college grad,1,nonSMSA,0,Construction,Sales,nonunion,4.8953285,44.0,13.75,2.5833333
1278,2972,36,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,5.217391,40.0,12.5,6.3333335
1279,2973,35,white,married,0,13.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,5.418679,40.0,13.679487,3.6666667
1280,2976,35,white,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.220612,40.0,2.7051282,1.25
1281,2977,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,33.4984,48.0,10.884615,0.9166667
1282,2978,39,white,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.8615127,40.0,16.634615,4.6666665
1283,2979,38,white,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.6231885,40.0,17.102564,3.3333333
1284,2984,44,white,single,0,9.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,8.872785,70.0,18.653847,1.4166666
1285,2985,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.951689,36.0,8.884616,7.8333335
1286,2988,35,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Other,union,9.29146,40.0,11.673078,3.9166667
1287,2998,35,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4.227053,8.0,4.826923,1.75
1288,2999,37,white,married,0,13.0,not college grad,1,SMSA,0,Construction,Sales,nonunion,8.05153,40.0,9.576923,4.8333335
1289,3000,42,white,single,0,12.0,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,5.4347825,48.0,17.346153,17.333334
1290,3001,41,white,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,7.745568,40.0,17.788462,14.166667
1291,3004,38,black,single,0,8.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.830918,40.0,14.75641,8.416667
1292,3008,39,black,married,0,9.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.1400964,40.0,15.0,10.916667
1293,3015,37,black,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,10.032206,40.0,18.75,18.75
1294,3016,38,black,married,0,16.0,college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,14.710137,40.0,13.942307,10.416667
1295,3020,35,white,single,1,16.0,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,10.619963,35.0,14.865385,10.916667
1296,3023,39,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,6.3848605,40.0,8.634615,2.9166667
1297,3026,36,black,single,0,10.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.6972613,40.0,18.076923,0.0
1298,3027,35,black,single,1,17.0,college grad,1,nonSMSA,0,Professional Services,Sales,,2.9388082,20.0,6.5384617,
1299,3028,41,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,2.7858286,40.0,13.442308,9.833333
1300,3035,42,white,married,0,17.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,5.2656984,60.0,7.8653846,7.75
1301,3036,39,white,married,0,18.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,12.777775,40.0,12.788462,8.75
1302,3037,35,white,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,4.64573,1.0,6.0128207,0.6666667
1303,3038,39,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,5.852843,20.0,6.75,0.41666666
1304,3040,39,black,single,0,10.0,not college grad,1,SMSA,0,Manufacturing,Service,,3.5024142,40.0,15.429487,15.0
1305,3042,39,black,single,1,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,4.830918,40.0,16.51282,14.0
1306,3043,37,black,single,1,12.0,not college grad,1,SMSA,0,Manufacturing,Professional/technical,union,16.47676,40.0,19.423077,8.5
1307,3044,44,white,married,0,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.771333,48.0,22.51282,22.5
1308,3045,43,white,married,0,11.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5.53945,48.0,19.583332,5.5
1309,3046,44,black,single,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,,4.4137006,35.0,12.519231,9.416667
1310,3047,35,black,single,1,14.0,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,8.904991,40.0,13.916667,13.916667
1311,3048,38,black,single,0,11.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,2.6972613,40.0,11.788462,9.833333
1312,3049,39,white,married,0,16.0,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,11.030594,33.0,14.961538,3.0833333
1313,3050,42,white,married,0,10.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,5.53945,40.0,16.25641,0.0
1314,3052,39,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.64573,40.0,12.326923,2.8333333
1315,3056,45,black,single,0,9.0,not college grad,1,SMSA,1,Manufacturing,Sales,union,14.121402,45.0,17.326923,0.0
1316,3058,37,white,married,0,12.0,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,5.917873,40.0,11.557693,1.3333334
1317,3059,40,white,married,0,17.0,college grad,1,SMSA,1,Ag/Forestry/Fisheries,Sales,nonunion,10.628017,7.0,13.929487,1.3333334
1318,3060,42,black,married,0,8.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.777777,30.0,10.25,10.25
1319,3061,42,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,7.0048285,42.0,9.243589,6.8333335
1320,3062,35,white,single,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.8373594,40.0,17.653845,1.3333334
1321,3063,36,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.5780983,40.0,10.384615,0.9166667
1322,3065,34,white,single,1,13.0,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5.06441,55.0,12.512821,5.8333335
1323,3066,44,white,married,0,16.0,college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,10.257647,40.0,15.75,11.416667
1324,3069,36,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,5.972288,28.0,9.480769,1.5833334
1325,3070,35,white,married,0,12.0,not college grad,1,SMSA,1,Business/Repair Svc,Sales,,3.7189493,20.0,14.115384,2.5833333
1326,3072,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,,2.6282961,18.0,14.442307,2.0833333
1327,3073,36,white,married,0,7.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.066022,37.0,11.429487,5.1666665
1328,3078,45,black,married,0,17.0,college grad,0,SMSA,0,Professional Services,Professional/technical,union,16.497578,35.0,12.416667,8.416667
1329,3079,35,black,single,1,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3.2930727,40.0,13.762821,13.75
1330,3090,38,black,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,2.8846145,22.0,6.7692304,0.16666667
1331,3095,38,black,married,0,6.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.6215763,40.0,13.442308,3.4166667
1332,3096,35,black,married,0,11.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.9855046,35.0,10.166667,8.666667
1333,3097,42,black,married,0,8.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.3832521,37.0,6.9358974,4.0
1334,3098,37,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,,4.222408,24.0,11.365385,2.5
1335,3099,44,black,single,0,8.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.679549,35.0,9.557693,3.8333333
1336,3106,39,black,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,4.025765,30.0,15.782052,10.333333
1337,3107,36,black,single,1,9.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.06441,40.0,11.0,11.0
1338,3108,39,black,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,union,8.599029,45.0,16.833334,16.833334
1339,3111,35,black,single,1,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,,4.3227663,40.0,2.25,0.33333334
1340,3114,43,black,single,1,14.0,not college grad,0,SMSA,1,Public Administration,Sales,union,9.066018,40.0,15.519231,6.5833335
1341,3115,41,black,married,0,12.0,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,3.7439594,40.0,18.621794,18.333334
1342,3116,39,black,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.5250835,65.0,5.5961537,2.1666667
1343,3118,43,white,married,0,9.0,not college grad,1,SMSA,0,Manufacturing,Operatives,union,7.713361,40.0,18.685896,18.666666
1344,3119,41,white,married,0,13.0,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,9.7584505,40.0,27.192305,8.333333
1345,3120,41,black,single,0,9.0,not college grad,1,nonSMSA,0,Entertainment/Rec Svc,Laborers,nonunion,3.220612,40.0,5.1538463,0.25
1346,3122,44,black,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.518515,40.0,21.416666,21.416666
1347,3127,38,white,married,0,18.0,college grad,1,SMSA,1,Professional Services,Other,nonunion,10.668277,45.0,19.51282,2.9166667
1348,3132,35,white,single,0,16.0,college grad,1,nonSMSA,0,Entertainment/Rec Svc,Managers/admin,nonunion,9.444442,41.0,17.0,17.0
1349,3133,36,white,married,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,8.236711,40.0,17.79487,3.5
1350,3135,39,black,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6.223832,40.0,14.0,14.0
1351,3138,45,white,married,0,16.0,college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.516906,60.0,10.416667,10.416667
1352,3144,37,black,single,1,12.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5.032206,32.0,14.762821,14.666667
1353,3145,36,black,married,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,4.8389683,40.0,15.00641,15.0
1354,3148,37,black,single,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,2.8180354,40.0,8.948718,5.3333335
1355,3151,41,black,single,1,12.0,not college grad,1,SMSA,1,Personal Services,Laborers,nonunion,4.694041,42.0,17.121794,3.4166667
1356,3156,42,black,single,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.64573,40.0,10.0,3.75
1357,3157,40,black,single,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5.048307,40.0,18.403847,17.166666
1358,3158,38,black,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.025765,40.0,9.865385,1.0833334
1359,3159,43,white,married,0,18.0,college grad,0,SMSA,0,,Other,union,13.019322,40.0,12.019231,5.4166665
1360,3164,35,black,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,11.223828,40.0,13.647436,11.833333
1361,3166,44,black,married,0,10.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,2.9388082,12.0,11.346154,0.0
1362,3169,35,white,married,0,12.0,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,5.442833,37.0,14.576923,4.0
1363,3170,39,white,single,0,9.0,not college grad,1,nonSMSA,0,Personal Services,Laborers,nonunion,3.6634455,55.0,14.288461,2.8333333
1364,3171,40,white,single,1,12.0,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,6.8438005,43.0,17.923077,12.833333
1365,3172,40,white,single,0,12.0,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,15.48309,35.0,19.083334,19.083334
1366,3173,43,white,single,0,10.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5.990337,40.0,8.910256,8.5
1367,3174,40,black,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,,4.180602,20.0,13.076923,1.6666666
1368,3175,40,white,single,1,16.0,college grad,0,SMSA,1,Public Administration,Professional/technical,nonunion,11.030594,40.0,15.647436,13.666667
1369,3179,34,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.05153,40.0,15.012821,4.0833335
1370,3181,36,white,married,0,17.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,11.062799,35.0,12.557693,9.833333
1371,3182,43,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6.0386477,40.0,20.378204,16.333334
1372,3185,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,7.357856,40.0,9.211537,0.75
1373,3186,37,black,married,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,union,6.5378385,45.0,13.134616,11.166667
1374,3188,42,black,single,1,13.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,3.4219003,40.0,16.967947,10.333333
1375,3189,37,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.6264057,48.0,11.179488,3.4166667
1376,3191,35,black,married,0,9.0,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7.2463775,40.0,14.46795,11.916667
1377,3195,44,black,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.790658,42.0,18.673077,16.166666
1378,3197,37,black,married,0,11.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,24.0,13.089744,10.333333
1379,3198,40,black,married,0,9.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,3.5265677,8.0,9.75,0.9166667
1380,3199,37,black,single,0,12.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1.1513683,35.0,3.5,
1381,3200,40,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,6.1996756,15.0,7.692308,2.5
1382,3202,38,white,single,0,15.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8.57859,45.0,15.378205,0.9166667
1383,3203,38,white,married,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.4347825,48.0,13.788462,12.416667
1384,3204,45,white,single,0,18.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,11.610305,40.0,17.75,17.75
1385,3205,38,black,married,0,9.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.227053,40.0,14.108974,4.75
1386,3208,40,black,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.2334948,40.0,13.429487,13.416667
1387,3209,36,black,single,1,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.415459,25.0,8.980769,1.75
1388,3211,36,black,married,0,8.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4.1867933,43.0,10.102564,2.9166667
1389,3212,42,black,married,0,10.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.025765,30.0,13.730769,8.5
1390,3214,42,black,single,1,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.072463,40.0,16.865385,
1391,3215,44,black,married,0,12.0,not college grad,1,nonSMSA,0,Personal Services,Sales,nonunion,3.8879578,20.0,8.916667,8.916667
1392,3217,37,black,single,0,13.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Operatives,union,8.132044,20.0,6.442308,3.0
1393,3218,41,black,single,0,12.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.3462152,40.0,16.788462,8.833333
1394,3219,38,white,married,0,18.0,college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,11.771334,50.0,12.967948,5.1666665
1395,3222,44,black,single,1,17.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.937197,52.0,20.333334,20.333334
1396,3227,39,black,single,0,9.0,not college grad,1,nonSMSA,0,Personal Services,Transport,,2.9264214,12.0,10.064102,2.75
1397,3228,36,black,single,1,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,union,2.7375197,38.0,14.666667,14.666667
1398,3229,44,white,married,0,10.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.8985493,40.0,2.3333335,0.8333333
1399,3231,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9871168,30.0,9.833333,9.833333
1400,3232,35,white,married,0,10.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.161031,45.0,17.083334,12.583333
1401,3235,43,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,7.801928,40.0,17.346153,16.833334
1402,3236,43,black,married,0,10.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.8180354,40.0,14.519231,7.3333335
1403,3238,39,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,,1.9309927,40.0,13.429485,2.5833333
1404,3239,36,black,single,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.5024142,40.0,8.307693,1.0833334
1405,3240,38,black,single,1,10.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,3.0193238,40.0,8.673077,3.6666667
1406,3243,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,6.191625,40.0,16.97436,7.4166665
1407,3245,34,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,2.8743958,35.0,8.608974,2.6666667
1408,3246,43,white,single,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.0756843,40.0,6.198718,2.1666667
1409,3247,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.6231885,23.0,9.0256405,0.16666667
1410,3248,45,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.0998378,25.0,4.320513,1.5833334
1411,3250,36,white,single,0,9.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,,40.198082,40.0,3.6666665,1.8333334
1412,3252,40,white,married,0,9.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1.8921083,28.0,3.2435896,0.9166667
1413,3253,36,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,40.198082,40.0,14.871796,3.4166667
1414,3255,42,white,married,0,17.0,college grad,1,SMSA,0,Professional Services,Other,union,7.0692425,50.0,14.423077,8.916667
1415,3256,39,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.1304326,45.0,11.692307,7.4166665
1416,3258,38,white,married,0,16.0,college grad,1,SMSA,1,Professional Services,Other,union,6.8115935,50.0,17.442308,5.8333335
1417,3259,35,white,married,0,12.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,6.972622,40.0,7.070513,4.5
1418,3260,38,white,single,0,12.0,not college grad,1,nonSMSA,0,,,nonunion,2.9264214,10.0,5.2884617,1.4166666
